product_att_01;product_att_02;product_att_05;store_cluster;week_start_date;predicted_quantity
1,0;1,0;2,0;1;2025-06-16;51,50173921672988
1,0;1,0;2,0;1;2025-06-23;51,50173921672988
1,0;1,0;2,0;1;2025-06-30;51,50173921672988
1,0;1,0;2,0;1;2025-07-07;51,50173921672988
1,0;1,0;2,0;1;2025-07-14;51,50173921672988
1,0;1,0;2,0;1;2025-07-21;51,50173921672988
1,0;1,0;2,0;2;2025-05-05;756,9853882309831
1,0;1,0;2,0;2;2025-05-12;756,9853882309831
1,0;1,0;2,0;2;2025-05-19;756,9853882309831
1,0;1,0;2,0;2;2025-05-26;756,9853882309831
1,0;1,0;2,0;2;2025-06-02;756,9853882309831
1,0;1,0;2,0;2;2025-06-09;756,9853882309831
1,0;1,0;2,0;2;2025-06-16;752,0455829279746
1,0;1,0;2,0;2;2025-06-23;752,0455829279746
1,0;1,0;2,0;2;2025-06-30;752,0455829279746
1,0;1,0;2,0;2;2025-07-07;752,0455829279746
1,0;1,0;2,0;2;2025-07-14;752,0455829279746
1,0;1,0;2,0;2;2025-07-21;752,0455829279746
1,0;1,0;2,0;3;2025-05-05;205,16361227647573
1,0;1,0;2,0;3;2025-05-12;205,16361227647573
1,0;1,0;2,0;3;2025-05-19;205,16361227647573
1,0;1,0;2,0;3;2025-05-26;205,16361227647573
1,0;1,0;2,0;3;2025-06-02;205,16361227647573
1,0;1,0;2,0;3;2025-06-09;205,16361227647573
1,0;1,0;2,0;3;2025-06-16;204,5848903513016
1,0;1,0;2,0;3;2025-06-23;204,5848903513016
1,0;1,0;2,0;3;2025-06-30;204,5848903513016
1,0;1,0;2,0;3;2025-07-07;204,5848903513016
1,0;1,0;2,0;3;2025-07-14;204,5848903513016
1,0;1,0;2,0;3;2025-07-21;204,5848903513016
1,0;1,0;3,0;0;2025-05-05;142,49407818307023
1,0;1,0;3,0;0;2025-05-12;142,49407818307023
1,0;1,0;3,0;0;2025-05-19;142,49407818307023
1,0;1,0;3,0;0;2025-05-26;142,49407818307023
1,0;1,0;3,0;0;2025-06-02;142,49407818307023
1,0;1,0;3,0;0;2025-06-09;142,49407818307023
1,0;1,0;3,0;0;2025-06-16;141,9153562578961
1,0;1,0;3,0;0;2025-06-23;141,9153562578961
1,0;1,0;3,0;0;2025-06-30;141,9153562578961
1,0;1,0;3,0;0;2025-07-07;141,9153562578961
1,0;1,0;3,0;0;2025-07-14;141,9153562578961
1,0;1,0;3,0;0;2025-07-21;141,9153562578961
1,0;1,0;3,0;1;2025-05-05;7,083794735856714
1,0;1,0;3,0;1;2025-05-12;7,083794735856714
1,0;1,0;3,0;1;2025-05-19;7,083794735856714
1,0;1,0;3,0;1;2025-05-26;7,083794735856714
1,0;1,0;3,0;1;2025-06-02;7,083794735856714
1,0;1,0;3,0;1;2025-06-09;7,083794735856714
1,0;1,0;3,0;1;2025-06-16;7,083794735856714
1,0;1,0;3,0;1;2025-06-23;7,083794735856714
1,0;1,0;3,0;1;2025-06-30;7,083794735856714
1,0;1,0;3,0;1;2025-07-07;7,083794735856714
1,0;1,0;3,0;1;2025-07-14;7,083794735856714
1,0;1,0;3,0;1;2025-07-21;7,083794735856714
1,0;1,0;3,0;2;2025-05-05;150,46190102691847
1,0;1,0;3,0;2;2025-05-12;150,46190102691847
1,0;1,0;3,0;2;2025-05-19;150,46190102691847
1,0;1,0;3,0;2;2025-05-26;150,46190102691847
1,0;1,0;3,0;2;2025-06-02;150,46190102691847
1,0;1,0;3,0;2;2025-06-09;150,46190102691847
1,0;1,0;3,0;2;2025-06-16;149,88317910174433
1,0;1,0;3,0;2;2025-06-23;149,88317910174433
1,0;1,0;3,0;2;2025-06-30;149,88317910174433
1,0;1,0;3,0;2;2025-07-07;149,88317910174433
1,0;1,0;3,0;2;2025-07-14;149,88317910174433
1,0;1,0;3,0;2;2025-07-21;149,88317910174433
1,0;1,0;3,0;3;2025-05-05;44,61144446495409
1,0;1,0;3,0;3;2025-05-12;44,61144446495409
1,0;1,0;3,0;3;2025-05-19;44,61144446495409
1,0;1,0;3,0;3;2025-05-26;44,61144446495409
1,0;1,0;3,0;3;2025-06-02;44,61144446495409
1,0;1,0;3,0;3;2025-06-09;44,61144446495409
1,0;1,0;3,0;3;2025-06-16;44,03272253977996
1,0;1,0;3,0;3;2025-06-23;44,03272253977996
1,0;1,0;3,0;3;2025-06-30;44,03272253977996
1,0;1,0;3,0;3;2025-07-07;44,03272253977996
1,0;1,0;3,0;3;2025-07-14;44,03272253977996
1,0;1,0;3,0;3;2025-07-21;44,03272253977996
1,0;1,0;4,0;0;2025-05-05;47,41377875721803
1,0;1,0;4,0;0;2025-05-12;47,41377875721803
1,0;1,0;4,0;0;2025-05-19;47,41377875721803
1,0;1,0;4,0;0;2025-05-26;47,41377875721803
1,0;1,0;4,0;0;2025-06-02;47,41377875721803
1,0;1,0;4,0;0;2025-06-09;47,41377875721803
1,0;1,0;4,0;0;2025-06-16;46,835056832043904
1,0;1,0;4,0;0;2025-06-23;46,835056832043904
1,0;1,0;4,0;0;2025-06-30;46,835056832043904
1,0;1,0;4,0;0;2025-07-07;46,835056832043904
1,0;1,0;4,0;0;2025-07-14;46,835056832043904
1,0;1,0;4,0;0;2025-07-21;46,835056832043904
1,0;1,0;4,0;1;2025-05-05;7,083794735856714
1,0;1,0;4,0;1;2025-05-12;7,083794735856714
1,0;1,0;4,0;1;2025-05-19;7,083794735856714
1,0;1,0;4,0;1;2025-05-26;7,083794735856714
1,0;1,0;4,0;1;2025-06-02;7,083794735856714
1,0;1,0;4,0;1;2025-06-09;7,083794735856714
1,0;1,0;4,0;1;2025-06-16;7,083794735856714
1,0;1,0;4,0;1;2025-06-23;7,083794735856714
1,0;1,0;4,0;1;2025-06-30;7,083794735856714
1,0;1,0;4,0;1;2025-07-07;7,083794735856714
1,0;1,0;4,0;1;2025-07-14;7,083794735856714
1,0;1,0;4,0;1;2025-07-21;7,083794735856714
1,0;1,0;4,0;2;2025-05-05;55,34606700341327
1,0;1,0;4,0;2;2025-05-12;55,34606700341327
1,0;1,0;4,0;2;2025-05-19;55,34606700341327
1,0;1,0;4,0;2;2025-05-26;55,34606700341327
1,0;1,0;4,0;2;2025-06-02;55,34606700341327
1,0;1,0;4,0;2;2025-06-09;55,34606700341327
1,0;1,0;4,0;2;2025-06-16;54,76734507823914
1,0;1,0;4,0;2;2025-06-23;54,76734507823914
1,0;1,0;4,0;2;2025-06-30;54,76734507823914
1,0;1,0;4,0;2;2025-07-07;54,76734507823914
1,0;1,0;4,0;2;2025-07-14;54,76734507823914
1,0;1,0;4,0;2;2025-07-21;54,76734507823914
1,0;1,0;4,0;3;2025-05-05;18,410626933859913
1,0;1,0;4,0;3;2025-05-12;18,410626933859913
1,0;1,0;4,0;3;2025-05-19;18,410626933859913
1,0;1,0;4,0;3;2025-05-26;18,410626933859913
1,0;1,0;4,0;3;2025-06-02;18,410626933859913
1,0;1,0;4,0;3;2025-06-09;18,410626933859913
1,0;1,0;4,0;3;2025-06-16;18,410626933859913
1,0;1,0;4,0;3;2025-06-23;18,410626933859913
1,0;1,0;4,0;3;2025-06-30;18,410626933859913
1,0;1,0;4,0;3;2025-07-07;18,410626933859913
1,0;1,0;4,0;3;2025-07-14;18,410626933859913
1,0;1,0;4,0;3;2025-07-21;18,410626933859913
1,0;1,0;5,0;0;2025-05-05;68,74719921843617
1,0;1,0;5,0;0;2025-05-12;68,74719921843617
1,0;1,0;5,0;0;2025-05-19;68,74719921843617
1,0;1,0;5,0;0;2025-05-26;68,74719921843617
1,0;1,0;5,0;0;2025-06-02;68,74719921843617
1,0;1,0;5,0;0;2025-06-09;68,74719921843617
1,0;1,0;5,0;0;2025-06-16;68,16847729326204
1,0;1,0;5,0;0;2025-06-23;68,16847729326204
1,0;1,0;5,0;0;2025-06-30;68,16847729326204
1,0;1,0;5,0;0;2025-07-07;68,16847729326204
1,0;1,0;5,0;0;2025-07-14;68,16847729326204
1,0;1,0;5,0;0;2025-07-21;68,16847729326204
1,0;1,0;5,0;1;2025-05-05;8,666519884904655
1,0;1,0;5,0;1;2025-05-12;8,666519884904655
1,0;1,0;5,0;1;2025-05-19;8,666519884904655
1,0;1,0;5,0;1;2025-05-26;8,666519884904655
1,0;1,0;5,0;1;2025-06-02;8,666519884904655
1,0;1,0;5,0;1;2025-06-09;8,666519884904655
1,0;1,0;5,0;1;2025-06-16;8,666519884904655
1,0;1,0;5,0;1;2025-06-23;8,666519884904655
1,0;1,0;5,0;1;2025-06-30;8,666519884904655
1,0;1,0;5,0;1;2025-07-07;8,666519884904655
1,0;1,0;5,0;1;2025-07-14;8,666519884904655
1,0;1,0;5,0;1;2025-07-21;8,666519884904655
1,0;1,0;5,0;2;2025-05-05;59,805097209057976
1,0;1,0;5,0;2;2025-05-12;59,805097209057976
1,0;1,0;5,0;2;2025-05-19;59,805097209057976
1,0;1,0;5,0;2;2025-05-26;59,805097209057976
1,0;1,0;5,0;2;2025-06-02;59,805097209057976
1,0;1,0;5,0;2;2025-06-09;59,805097209057976
1,0;1,0;5,0;2;2025-06-16;59,22637528388385
1,0;1,0;5,0;2;2025-06-23;59,22637528388385
1,0;1,0;5,0;2;2025-06-30;59,22637528388385
1,0;1,0;5,0;2;2025-07-07;59,22637528388385
1,0;1,0;5,0;2;2025-07-14;59,22637528388385
1,0;1,0;5,0;2;2025-07-21;59,22637528388385
1,0;1,0;5,0;3;2025-05-05;14,240969735821631
1,0;1,0;5,0;3;2025-05-12;14,240969735821631
1,0;1,0;5,0;3;2025-05-19;14,240969735821631
1,0;1,0;5,0;3;2025-05-26;14,240969735821631
1,0;1,0;5,0;3;2025-06-02;14,240969735821631
1,0;1,0;5,0;3;2025-06-09;14,240969735821631
1,0;1,0;5,0;3;2025-06-16;14,240969735821631
1,0;1,0;5,0;3;2025-06-23;14,240969735821631
1,0;1,0;5,0;3;2025-06-30;14,240969735821631
1,0;1,0;5,0;3;2025-07-07;14,240969735821631
1,0;1,0;5,0;3;2025-07-14;14,240969735821631
1,0;1,0;5,0;3;2025-07-21;14,240969735821631
1,0;1,0;6,0;0;2025-05-05;15,974599827243905
1,0;1,0;6,0;0;2025-05-12;15,974599827243905
1,0;1,0;6,0;0;2025-05-19;15,974599827243905
1,0;1,0;6,0;0;2025-05-26;15,974599827243905
1,0;1,0;6,0;0;2025-06-02;15,974599827243905
1,0;1,0;6,0;0;2025-06-09;15,974599827243905
1,0;1,0;6,0;0;2025-06-16;15,974599827243905
1,0;1,0;6,0;0;2025-06-23;15,974599827243905
1,0;1,0;6,0;0;2025-06-30;15,974599827243905
1,0;1,0;6,0;0;2025-07-07;15,974599827243905
1,0;1,0;6,0;0;2025-07-14;15,974599827243905
1,0;1,0;6,0;0;2025-07-21;15,974599827243905
1,0;1,0;6,0;1;2025-05-05;6,720357026913889
1,0;1,0;6,0;1;2025-05-12;6,720357026913889
1,0;1,0;6,0;1;2025-05-19;6,720357026913889
1,0;1,0;6,0;1;2025-05-26;6,720357026913889
1,0;1,0;6,0;1;2025-06-02;6,720357026913889
1,0;1,0;6,0;1;2025-06-09;6,720357026913889
1,0;1,0;6,0;1;2025-06-16;6,720357026913889
1,0;1,0;6,0;1;2025-06-23;6,720357026913889
1,0;1,0;6,0;1;2025-06-30;6,720357026913889
1,0;1,0;6,0;1;2025-07-07;6,720357026913889
1,0;1,0;6,0;1;2025-07-14;6,720357026913889
1,0;1,0;6,0;1;2025-07-21;6,720357026913889
1,0;1,0;6,0;2;2025-05-05;11,343088463616404
1,0;1,0;6,0;2;2025-05-12;11,343088463616404
1,0;1,0;6,0;2;2025-05-19;11,343088463616404
1,0;1,0;6,0;2;2025-05-26;11,343088463616404
1,0;1,0;6,0;2;2025-06-02;11,343088463616404
1,0;1,0;6,0;2;2025-06-09;11,343088463616404
1,0;1,0;6,0;2;2025-06-16;10,764366538442273
1,0;1,0;6,0;2;2025-06-23;10,764366538442273
1,0;1,0;6,0;2;2025-06-30;10,764366538442273
1,0;1,0;6,0;2;2025-07-07;10,764366538442273
1,0;1,0;6,0;2;2025-07-14;10,764366538442273
1,0;1,0;6,0;2;2025-07-21;10,764366538442273
1,0;1,0;6,0;3;2025-05-05;8,818221709074122
1,0;1,0;6,0;3;2025-05-12;8,818221709074122
1,0;1,0;6,0;3;2025-05-19;8,818221709074122
1,0;1,0;6,0;3;2025-05-26;8,818221709074122
1,0;1,0;6,0;3;2025-06-02;8,818221709074122
1,0;1,0;6,0;3;2025-06-09;8,818221709074122
1,0;1,0;6,0;3;2025-06-16;8,818221709074122
1,0;1,0;6,0;3;2025-06-23;8,818221709074122
1,0;1,0;6,0;3;2025-06-30;8,818221709074122
1,0;1,0;6,0;3;2025-07-07;8,818221709074122
1,0;1,0;6,0;3;2025-07-14;8,818221709074122
1,0;1,0;6,0;3;2025-07-21;8,818221709074122
1,0;1,0;7,0;0;2025-05-05;90,42180682294537
1,0;1,0;7,0;0;2025-05-12;90,42180682294537
1,0;1,0;7,0;0;2025-05-19;90,42180682294537
1,0;1,0;7,0;0;2025-05-26;90,42180682294537
1,0;1,0;7,0;0;2025-06-02;90,42180682294537
1,0;1,0;7,0;0;2025-06-09;90,42180682294537
1,0;1,0;7,0;0;2025-06-16;89,84308489777125
1,0;1,0;7,0;0;2025-06-23;89,84308489777125
1,0;1,0;7,0;0;2025-06-30;89,84308489777125
1,0;1,0;7,0;0;2025-07-07;89,84308489777125
1,0;1,0;7,0;0;2025-07-14;89,84308489777125
1,0;1,0;7,0;0;2025-07-21;89,84308489777125
1,0;1,0;7,0;1;2025-05-05;8,557434505963968
1,0;1,0;7,0;1;2025-05-12;8,557434505963968
1,0;1,0;7,0;1;2025-05-19;8,557434505963968
1,0;1,0;7,0;1;2025-05-26;8,557434505963968
1,0;1,0;7,0;1;2025-06-02;8,557434505963968
1,0;1,0;7,0;1;2025-06-09;8,557434505963968
1,0;1,0;7,0;1;2025-06-16;8,557434505963968
1,0;1,0;7,0;1;2025-06-23;8,557434505963968
1,0;1,0;7,0;1;2025-06-30;8,557434505963968
1,0;1,0;7,0;1;2025-07-07;8,557434505963968
1,0;1,0;7,0;1;2025-07-14;8,557434505963968
1,0;1,0;7,0;1;2025-07-21;8,557434505963968
1,0;1,0;7,0;2;2025-05-05;32,50566238936368
1,0;1,0;7,0;2;2025-05-12;32,50566238936368
1,0;1,0;7,0;2;2025-05-19;32,50566238936368
1,0;1,0;7,0;2;2025-05-26;32,50566238936368
1,0;1,0;7,0;2;2025-06-02;32,50566238936368
1,0;1,0;7,0;2;2025-06-09;32,50566238936368
1,0;1,0;7,0;2;2025-06-16;31,92694046418954
1,0;1,0;7,0;2;2025-06-23;31,92694046418954
1,0;1,0;7,0;2;2025-06-30;31,92694046418954
1,0;1,0;7,0;2;2025-07-07;31,92694046418954
1,0;1,0;7,0;2;2025-07-14;31,92694046418954
1,0;1,0;7,0;2;2025-07-21;31,92694046418954
1,0;1,0;7,0;3;2025-05-05;23,047591436116026
1,0;1,0;7,0;3;2025-05-12;23,047591436116026
1,0;1,0;7,0;3;2025-05-19;23,047591436116026
1,0;1,0;7,0;3;2025-05-26;23,047591436116026
1,0;1,0;7,0;3;2025-06-02;23,047591436116026
1,0;1,0;7,0;3;2025-06-09;23,047591436116026
1,0;1,0;7,0;3;2025-06-16;22,468869510941893
1,0;1,0;7,0;3;2025-06-23;22,468869510941893
1,0;1,0;7,0;3;2025-06-30;22,468869510941893
1,0;1,0;7,0;3;2025-07-07;22,468869510941893
1,0;1,0;7,0;3;2025-07-14;22,468869510941893
1,0;1,0;7,0;3;2025-07-21;22,468869510941893
1,0;1,0;8,0;0;2025-05-05;6,720357026913889
1,0;1,0;8,0;0;2025-05-12;6,720357026913889
1,0;1,0;8,0;0;2025-05-19;6,720357026913889
1,0;1,0;8,0;0;2025-05-26;6,720357026913889
1,0;1,0;8,0;0;2025-06-02;6,720357026913889
1,0;1,0;8,0;0;2025-06-09;6,720357026913889
1,0;1,0;8,0;0;2025-06-16;6,720357026913889
1,0;1,0;8,0;0;2025-06-23;6,720357026913889
1,0;1,0;8,0;0;2025-06-30;6,720357026913889
1,0;1,0;8,0;0;2025-07-07;6,720357026913889
1,0;1,0;8,0;0;2025-07-14;6,720357026913889
1,0;1,0;8,0;0;2025-07-21;6,720357026913889
1,0;1,0;8,0;1;2025-05-05;6,720357026913889
1,0;1,0;8,0;1;2025-05-12;6,720357026913889
1,0;1,0;8,0;1;2025-05-19;6,720357026913889
1,0;1,0;8,0;1;2025-05-26;6,720357026913889
1,0;1,0;8,0;1;2025-06-02;6,720357026913889
1,0;1,0;8,0;1;2025-06-09;6,720357026913889
1,0;1,0;8,0;1;2025-06-16;6,720357026913889
1,0;1,0;8,0;1;2025-06-23;6,720357026913889
1,0;1,0;8,0;1;2025-06-30;6,720357026913889
1,0;1,0;8,0;1;2025-07-07;6,720357026913889
1,0;1,0;8,0;1;2025-07-14;6,720357026913889
1,0;1,0;8,0;1;2025-07-21;6,720357026913889
1,0;1,0;8,0;2;2025-05-05;6,720357026913889
1,0;1,0;8,0;2;2025-05-12;6,720357026913889
1,0;1,0;8,0;2;2025-05-19;6,720357026913889
1,0;1,0;8,0;2;2025-05-26;6,720357026913889
1,0;1,0;8,0;2;2025-06-02;6,720357026913889
1,0;1,0;8,0;2;2025-06-09;6,720357026913889
1,0;1,0;8,0;2;2025-06-16;6,720357026913889
1,0;1,0;8,0;2;2025-06-23;6,720357026913889
1,0;1,0;8,0;2;2025-06-30;6,720357026913889
1,0;1,0;8,0;2;2025-07-07;6,720357026913889
1,0;1,0;8,0;2;2025-07-14;6,720357026913889
1,0;1,0;8,0;2;2025-07-21;6,720357026913889
1,0;1,0;68,0;0;2025-05-05;22,70156496719853
1,0;1,0;68,0;0;2025-05-12;22,70156496719853
1,0;1,0;68,0;0;2025-05-19;22,70156496719853
1,0;1,0;68,0;0;2025-05-26;22,70156496719853
1,0;1,0;68,0;0;2025-06-02;22,70156496719853
1,0;1,0;68,0;0;2025-06-09;22,70156496719853
1,0;1,0;68,0;0;2025-06-16;22,122843042024396
1,0;1,0;68,0;0;2025-06-23;22,122843042024396
1,0;1,0;68,0;0;2025-06-30;22,122843042024396
1,0;1,0;68,0;0;2025-07-07;22,122843042024396
1,0;1,0;68,0;0;2025-07-14;22,122843042024396
1,0;1,0;68,0;0;2025-07-21;22,122843042024396
1,0;1,0;68,0;1;2025-05-05;6,720357026913889
1,0;1,0;68,0;1;2025-05-12;6,720357026913889
1,0;1,0;68,0;1;2025-05-19;6,720357026913889
1,0;1,0;68,0;1;2025-05-26;6,720357026913889
1,0;1,0;68,0;1;2025-06-02;6,720357026913889
1,0;1,0;68,0;1;2025-06-09;6,720357026913889
1,0;1,0;68,0;1;2025-06-16;6,720357026913889
1,0;1,0;68,0;1;2025-06-23;6,720357026913889
1,0;1,0;68,0;1;2025-06-30;6,720357026913889
1,0;1,0;68,0;1;2025-07-07;6,720357026913889
1,0;1,0;68,0;1;2025-07-14;6,720357026913889
1,0;1,0;68,0;1;2025-07-21;6,720357026913889
1,0;1,0;68,0;2;2025-05-05;8,431976407964408
1,0;1,0;68,0;2;2025-05-12;8,431976407964408
1,0;1,0;68,0;2;2025-05-19;8,431976407964408
1,0;1,0;68,0;2;2025-05-26;8,431976407964408
1,0;1,0;68,0;2;2025-06-02;8,431976407964408
1,0;1,0;68,0;2;2025-06-09;8,431976407964408
1,0;1,0;68,0;2;2025-06-16;8,431976407964408
1,0;1,0;68,0;2;2025-06-23;8,431976407964408
1,0;1,0;68,0;2;2025-06-30;8,431976407964408
1,0;1,0;68,0;2;2025-07-07;8,431976407964408
1,0;1,0;68,0;2;2025-07-14;8,431976407964408
1,0;1,0;68,0;2;2025-07-21;8,431976407964408
1,0;1,0;68,0;3;2025-05-05;10,813767292198223
1,0;1,0;68,0;3;2025-05-12;10,813767292198223
1,0;1,0;68,0;3;2025-05-19;10,813767292198223
1,0;1,0;68,0;3;2025-05-26;10,813767292198223
1,0;1,0;68,0;3;2025-06-02;10,813767292198223
1,0;1,0;68,0;3;2025-06-09;10,813767292198223
1,0;1,0;68,0;3;2025-06-16;10,813767292198223
1,0;1,0;68,0;3;2025-06-23;10,813767292198223
1,0;1,0;68,0;3;2025-06-30;10,813767292198223
1,0;1,0;68,0;3;2025-07-07;10,813767292198223
1,0;1,0;68,0;3;2025-07-14;10,813767292198223
1,0;1,0;68,0;3;2025-07-21;10,813767292198223
1,0;1,0;75,0;0;2025-05-05;975,3378080889592
1,0;1,0;75,0;0;2025-05-12;975,3378080889592
1,0;1,0;75,0;0;2025-05-19;975,3378080889592
1,0;1,0;75,0;0;2025-05-26;975,3378080889592
1,0;1,0;75,0;0;2025-06-02;975,3378080889592
1,0;1,0;75,0;0;2025-06-09;975,3378080889592
1,0;1,0;75,0;0;2025-06-16;959,4567853190774
1,0;1,0;75,0;0;2025-06-23;959,4567853190774
1,0;1,0;75,0;0;2025-06-30;959,4567853190774
1,0;1,0;75,0;0;2025-07-07;959,4567853190774
1,0;1,0;75,0;0;2025-07-14;959,4567853190774
1,0;1,0;75,0;0;2025-07-21;959,4567853190774
1,0;1,0;75,0;1;2025-05-05;55,24454635872883
1,0;1,0;75,0;1;2025-05-12;55,24454635872883
1,0;1,0;75,0;1;2025-05-19;55,24454635872883
1,0;1,0;75,0;1;2025-05-26;55,24454635872883
1,0;1,0;75,0;1;2025-06-02;55,24454635872883
1,0;1,0;75,0;1;2025-06-09;55,24454635872883
1,0;1,0;75,0;1;2025-06-16;54,665824433554704
1,0;1,0;75,0;1;2025-06-23;54,665824433554704
1,0;1,0;75,0;1;2025-06-30;54,665824433554704
1,0;1,0;75,0;1;2025-07-07;54,665824433554704
1,0;1,0;75,0;1;2025-07-14;54,665824433554704
1,0;1,0;75,0;1;2025-07-21;54,665824433554704
1,0;1,0;75,0;2;2025-05-05;1405,2658065425298
1,0;1,0;75,0;2;2025-05-12;1405,2658065425298
1,0;1,0;75,0;2;2025-05-19;1405,2658065425298
1,0;1,0;75,0;2;2025-05-26;1405,2658065425298
1,0;1,0;75,0;2;2025-06-02;1405,2658065425298
1,0;1,0;75,0;2;2025-06-09;1405,2658065425298
1,0;1,0;75,0;2;2025-06-16;1400,3260012395212
1,0;1,0;75,0;2;2025-06-23;1400,3260012395212
1,0;1,0;75,0;2;2025-06-30;1400,3260012395212
1,0;1,0;75,0;2;2025-07-07;1400,3260012395212
1,0;1,0;75,0;2;2025-07-14;1400,3260012395212
1,0;1,0;75,0;2;2025-07-21;1400,3260012395212
1,0;1,0;75,0;3;2025-05-05;259,75304808257556
1,0;1,0;75,0;3;2025-05-12;259,75304808257556
1,0;1,0;75,0;3;2025-05-19;259,75304808257556
1,0;1,0;75,0;3;2025-05-26;259,75304808257556
1,0;1,0;75,0;3;2025-06-02;259,75304808257556
1,0;1,0;75,0;3;2025-06-09;259,75304808257556
1,0;1,0;75,0;3;2025-06-16;259,1743261574014
1,0;1,0;75,0;3;2025-06-23;259,1743261574014
1,0;1,0;75,0;3;2025-06-30;259,1743261574014
1,0;1,0;75,0;3;2025-07-07;259,1743261574014
1,0;1,0;75,0;3;2025-07-14;259,1743261574014
1,0;1,0;75,0;3;2025-07-21;259,1743261574014
1,0;1,0;76,0;0;2025-05-05;817,417509837966
1,0;1,0;76,0;0;2025-05-12;817,417509837966
1,0;1,0;76,0;0;2025-05-19;817,417509837966
1,0;1,0;76,0;0;2025-05-26;817,417509837966
1,0;1,0;76,0;0;2025-06-02;817,417509837966
1,0;1,0;76,0;0;2025-06-09;817,417509837966
1,0;1,0;76,0;0;2025-06-16;801,5364870680849
1,0;1,0;76,0;0;2025-06-23;801,5364870680849
1,0;1,0;76,0;0;2025-06-30;801,5364870680849
1,0;1,0;76,0;0;2025-07-07;801,5364870680849
1,0;1,0;76,0;0;2025-07-14;801,5364870680849
