product_att_01,product_att_02,product_att_05,product_att_01_desc,product_att_02_desc,product_att_05_desc,store_cluster,week_start_date,total_quantity,unit_price_mean,unit_price_median,discount_frac_mean,discount_frac_wavg
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-06-02,7782,571.2541703930336,590.9,0.15063283299469782,0.0343120864848956
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-04-08,7632,467.3743131313132,454.54,0.03249528175442856,0.022782990048927764
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-04-01,7626,473.5388880503145,481.77,0.03186116111106686,0.02164576093084283
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-04-17,7038,1157.454392750879,1202.78,0.0022090453614613055,0.0011805220953677324
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-05-26,6418,565.8867438494934,581.77,0.14347058244470362,0.03545265294747119
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-06-09,6174,563.9212574006203,572.72,0.14855483934283015,0.03557236198609088
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2024-04-01,6102,1949.629657000312,1909.1,0.001932977676337249,0.0009506485860518591
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-04-17,6086,286.13785557299843,259.17,0.030199057066027206,0.020496865004799514
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2025-03-24,6070,2465.1239912962387,2636.36,0.0063112928342629595,0.003933262489744401
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-06-10,5952,528.6649469081824,499.95,0.04095303397618097,0.024281558659344057
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2024-04-08,5882,1994.3519698427974,2090.91,0.0021869046179198194,0.0009985642650420024
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-05-05,5582,618.7370137261466,636.32,0.11847669642755777,0.028184962235193026
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2024-04-01,5368,2256.6606636553165,2226.36,0.00593592531137291,0.0027552743433157897
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-06-26,5150,323.82331093691676,305.51,0.04321538546489559,0.03549458903911393
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-05-19,5120,581.3395276988635,630.55,0.13512653031829275,0.034410850013814644
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-03-24,5110,755.9782482556004,726.36,0.012066623542805046,0.008065758233944438
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2024-04-08,5040,2287.769562178072,2390.0,0.006309783469769188,0.0027437021331509306
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-04-29,4824,459.2384049079754,431.46500000000003,0.06545200893684362,0.02979073067535277
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2023-04-17,4812,1332.0626081825335,1416.62,0.004605135809479183,0.0019633687966599178
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-05-12,4774,596.915173313455,635.45,0.1139062536384704,0.031187342635602865
1.0,1.0,2.0,Ayakkabı,Ayakkabı,Koşu Ayakkabısı,0,2025-03-24,4534,2219.564237842256,2181.78,0.0122965672402346,0.007554216735517654
1.0,1.0,2.0,Ayakkabı,Ayakkabı,Koşu Ayakkabısı,0,2024-04-01,4504,1843.3481951423787,1908.18,0.007587089701116154,0.004294483647412427
1.0,1.0,2.0,Ayakkabı,Ayakkabı,Koşu Ayakkabısı,0,2023-04-17,4336,1060.8998262711864,1110.19,0.009154127381090577,0.005066016243472481
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-04-10,4328,1124.7441011235956,1202.78,0.0030284514976232964,0.0017216310599752636
1.0,1.0,2.0,Ayakkabı,Ayakkabı,Koşu Ayakkabısı,0,2024-04-08,4234,1890.112554517134,1908.18,0.006451773728753844,0.0037157288817606764
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-06-19,4216,324.5722039180765,290.275,0.044656375570768854,0.037181719932923525
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-05-06,4214,459.76797057550846,455.45,0.05821627530810556,0.027378152736996758
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-03-25,4148,449.5302570093458,395.41,0.04084273498065893,0.02783521022927185
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-06-16,3980,591.8730278526505,636.35,0.14529108974970734,0.034626677436163905
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-06-23,3958,598.3896251735308,636.35,0.14035552157596493,0.037103381354601256
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2025-06-02,3958,2386.798157028679,2453.64,0.008088942387340453,0.006223400028360578
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-06-03,3908,506.8504931506849,481.81,0.04678286990409333,0.024552310527111067
2.0,24.0,23.0,Giyim,Sweatshirt,Sweatshirt,0,2023-11-20,3906,449.7751134717528,272.72,0.1080709119584254,0.08193315804021288
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-06-19,3858,1140.5531420373027,1111.11,0.007743401055411918,0.005609092907006485
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-03-31,3814,744.9719909502263,681.81,0.011655875178595333,0.0080039135913635
2.0,24.0,23.0,Giyim,Sweatshirt,Sweatshirt,0,2023-11-13,3812,484.5428072763029,272.72,0.10324421235977825,0.06789264745642092
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,2,2024-11-25,3802,1479.1213089244852,1432.56,0.026394622605184926,0.026578157110700162
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-06-26,3756,1131.4090120361084,1110.19,0.010417340103534574,0.006955046669759035
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-06-17,3706,529.0030727362691,518.17,0.05258498064711629,0.027035739139383463
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-06-12,3706,325.2152996532937,305.55,0.026900224744060508,0.020071041567119592
1.0,919.0,8.0,Ayakkabı,Bot & Çizme,Bot ve Çizme,2,2024-11-25,3700,1714.9329003306566,1107.7,0.023084098099329882,0.01826394095160991
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2025-03-24,3622,2827.8611626721063,2909.08,0.010226748032348545,0.005892318996254135
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-04-15,3548,484.0362446581197,481.81,0.029777471605230532,0.020579183542819752
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-05-27,3536,501.4232028836252,475.78499999999997,0.04834131913525084,0.02429332018545762
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-04-22,3536,482.17351612903224,481.77,0.040478706308183454,0.023677350512801728
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-05-13,3532,478.6616111111111,471.29,0.05291292750101518,0.025450002957911694
2.0,24.0,23.0,Giyim,Sweatshirt,Sweatshirt,0,2023-11-06,3512,448.8518508583692,319.99,0.11220909863336925,0.08079938356787358
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-05-20,3468,476.77943217665614,467.07500000000005,0.05826464986074191,0.026611736670945917
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-04-21,3464,725.2551325556733,681.73,0.016601502843148937,0.012847095075617035
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-07-03,3452,338.4358800880088,305.55,0.03715040950814895,0.02913224115761521
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-04-28,3434,711.6195136290753,678.37,0.02128396093643583,0.016168403278057002
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-07-22,3420,491.02977477477475,409.085,0.07980344591333742,0.04927956977951901
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,2,2024-11-25,3408,1337.0540496926228,1217.82,0.0281295527623106,0.027607275388593342
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-05-15,3406,306.444236453202,277.77,0.024057112972002213,0.01650459167955182
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-07-15,3344,488.06739932885904,442.73,0.077786151335864,0.04563166653546168
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-09-04,3308,1301.1909261363635,1363.64,0.009246670067161537,0.004933751399659251
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-06-12,3304,1139.5686588103254,1111.11,0.0032124975384470807,0.002291299081238602
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2025-03-17,3282,2360.8787435750996,2544.55,0.006984377848280177,0.004566773753952934
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-05-01,3276,302.1123162193699,277.77,0.025696913467490534,0.016143510726197675
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2024-06-10,3268,2109.803773148148,2181.82,0.003921066670519616,0.002927519979010922
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-07-01,3262,490.2023694553622,399.95,0.07489528848249359,0.045679042269132705
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-04-10,3254,283.46087866108786,249.99,0.02982075254293924,0.020311602942891964
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2024-09-02,3224,2246.0559218203034,2363.63,0.005027205902990528,0.0033224238751726576
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-08-05,3192,468.0361950059452,409.08,0.07738460791828004,0.04900316529580407
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-07-08,3168,480.90502955082746,399.95,0.07771101843705559,0.04711881459590379
1.0,1.0,2.0,Ayakkabı,Ayakkabı,Koşu Ayakkabısı,0,2023-04-10,3166,1024.3280848556276,1018.52,0.010440154733092474,0.005969431128812206
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-04-14,3134,707.5558163858223,677.03,0.016088849007607826,0.013297333192475547
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-06-05,3106,328.81267236119584,305.55,0.02750573462985045,0.020299582717273803
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-03-17,3090,744.2088826815641,681.81,0.02070664176791557,0.013976212478196592
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2023-04-10,3086,1242.4081709503887,1296.3,0.008473393616384658,0.0038099691739776026
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-04-03,3082,1135.8973897280969,1202.78,0.0035360940792808714,0.001937880985595084
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-07-14,3066,561.9054751415986,454.54,0.06437718893023281,0.05405796587152421
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-08-14,3064,349.19520075282304,322.68,0.040946914666804064,0.03437460968574562
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-05-29,3062,305.57379939209727,277.77,0.03424073561279966,0.024715844582365334
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2024-03-25,3050,2276.5233988936693,2271.82,0.007524479473969151,0.0031981005841081795
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2024-03-25,3012,1927.0067164179104,1937.73,0.0030727397819787228,0.001464725474510945
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-08-07,2996,348.85900000000004,318.17,0.03658634864880026,0.031404301383689374
1.0,1.0,2.0,Ayakkabı,Ayakkabı,Koşu Ayakkabısı,0,2025-03-17,2986,2035.491651205937,1909.09,0.015874639092032385,0.010157540606654287
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-06-05,2940,1146.7194665012407,1202.78,0.0024488229823820006,0.0018679258484647003
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-09-04,2936,313.1370623342175,299.99,0.09236388242825867,0.05716649781872209
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,2,2024-11-11,2908,1315.551876735147,1272.72,0.024584623273070472,0.024647746846987596
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-08-12,2904,467.209232769831,400.9,0.0785949383397848,0.049253430480099315
1.0,1.0,2.0,Ayakkabı,Ayakkabı,Koşu Ayakkabısı,0,2025-06-02,2896,2225.387648922687,2299.95,0.011745296095019508,0.00787004110317336
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,2,2024-11-11,2892,1612.6153147835862,1528.75,0.022421958923823745,0.023734201291900067
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-07-17,2876,326.8424470899471,299.99,0.03422447587792615,0.026327741659417207
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-07-29,2856,488.36411920529804,409.08,0.07076081710485746,0.04660304672516766
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-05-01,2838,1168.8907947882738,1202.78,0.0023946434041394256,0.0015244120158097066
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2024-09-02,2836,1899.742865612648,1545.45,0.017332886831151497,0.011010766922919807
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-05-08,2834,298.1600132362674,277.77,0.0297603433963688,0.02021665051436261
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2024-06-10,2824,2225.5837284768213,2273.8999999999996,0.006306224708341559,0.004706881062082363
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,2,2024-11-04,2818,1404.1472864321609,1255.39,0.02541914055790168,0.022472860552877737
1.0,924.0,9.0,Ayakkabı,Terlik & Sandalet,Terlik,0,2023-06-26,2806,863.9794062708471,915.74,0.005972569294326156,0.0020369560078480026
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2025-03-10,2804,2240.070888594165,2181.81,0.009385295917998778,0.006468425447572537
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-06-30,2770,582.6624153116531,499.99,0.0841654424769426,0.04030435028547259
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-05-22,2764,307.04053835800806,277.77,0.026255046317931803,0.017015030677444472
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-08-21,2754,356.6938488453464,323.64,0.043721703394355466,0.03802166205771209
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-08-19,2730,499.4718590186593,409.08,0.07169676153580162,0.04269369675589072
1.0,1.0,2.0,Ayakkabı,Ayakkabı,Koşu Ayakkabısı,0,2025-03-10,2724,2015.9725034387898,1890.9,0.016764169803130752,0.010559080329433264
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2023-05-08,2724,1393.7508950201884,1480.56,0.0039040224147117264,0.0017881856043308294
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-07-31,2716,346.0924823196606,318.17,0.034038678503058084,0.027628490686239283
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-03-18,2696,417.2181688125894,362.73,0.05923595034507787,0.04190531425824196
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-07-10,2690,326.8379630943932,299.99,0.03415687302401625,0.027038019715415904
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-05-29,2682,1171.4825933756165,1202.78,0.0019212158255991628,0.00130180822618308
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-04-03,2680,264.3170756062768,231.47,0.0414480528339371,0.029010607711300065
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-03-10,2656,779.5217173913044,727.18,0.019420131705274027,0.01222981142851956
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2025-05-26,2602,2308.2812775017746,2362.73,0.008330618638617802,0.0068586034272025385
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-03-11,2598,411.19865227103503,363.63,0.05662478957687536,0.04112835584395101
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-07-24,2598,341.4929471397538,317.27,0.029708669636836098,0.024134186090055437
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2023-06-19,2582,1376.5605726556907,1387.96,0.011169620698459866,0.007276731336330359
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-06-24,2576,532.6897922636102,494.445,0.04650932678835865,0.02700733921908981
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-05-08,2572,1158.928782051282,1202.78,0.003234306436605295,0.001444363725146832
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-04-24,2566,297.03262416604895,277.77,0.029749192406445687,0.019068973488130952
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-05-15,2566,1172.6685406182603,1202.78,0.002256691946553311,0.0013735965586082763
1.0,1.0,2.0,Ayakkabı,Ayakkabı,Koşu Ayakkabısı,0,2024-06-10,2556,1993.08175994109,1956.67,0.007575525028380436,0.006143252728271256
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-08-26,2550,475.8137144938092,399.95,0.08247861440590466,0.04630755034035819
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-07-21,2549,543.7585979918185,454.54,0.06610304590720743,0.05622335895087868
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2023-06-12,2542,1381.1535047067343,1435.18,0.005800736613073326,0.0035549642525808675
1.0,924.0,9.0,Ayakkabı,Terlik & Sandalet,Terlik,0,2024-06-10,2524,1429.4161175616837,1680.91,0.003684870898982396,0.0020536947200567902
1.0,1.0,2.0,Ayakkabı,Ayakkabı,Koşu Ayakkabısı,0,2024-03-25,2518,1799.247859806115,1878.74,0.008116265365746018,0.004737108711907775
1.0,919.0,8.0,Ayakkabı,Bot & Çizme,Bot ve Çizme,2,2023-11-20,2518,1451.316537405628,981.81,0.013733086190669836,0.012217879344436472
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-09-18,2508,319.00119664634144,299.99,0.1039504778274227,0.06256615567249738
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,2,2024-11-04,2507,1664.867270471464,1535.45,0.02226534420493579,0.02032684931647984
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-08-28,2496,347.8239877300614,322.68,0.058608734143330794,0.04184176943863004
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-03-04,2454,430.3297767513471,363.63,0.06187124208447663,0.044486568297485006
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,2,2024-12-02,2450,1352.5111781076068,1176.0,0.025345583450478538,0.027855489665708097
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2023-05-01,2450,1368.157808219178,1480.56,0.003860115868094504,0.0018846814329066728
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,2,2023-11-06,2444,1055.9905794947992,1163.64,0.0245254166982845,0.015246696361980658
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2024-03-18,2434,2288.7557636224096,2362.73,0.008861766017767933,0.0035890139615207483
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-09-02,2428,498.4865884194054,411.355,0.0690828612320545,0.0429574785614804
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-04-07,2418,705.4678188679245,681.73,0.017508568228596616,0.01441617545983311
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-09-25,2414,1378.5956254738437,1453.64,0.00993079184077828,0.0042643257564883436
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2024-08-26,2410,2175.8676355066773,2353.64,0.006568970132641024,0.003891013606765592
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-11-06,2410,1193.421820224719,1181.82,0.027561858479133602,0.01574340255011623
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-08-28,2402,1307.437498069498,1363.64,0.009357375679991144,0.004969938912701927
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2024-05-06,2402,2329.1465571321883,2499.09,0.004870577348789521,0.0032917428119691662
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2025-03-10,2396,2725.537912172573,2727.26,0.011345473590859466,0.007023170981181891
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2025-03-17,2396,2671.6776671732523,2654.54,0.012490934459285527,0.007757288674110953
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2023-06-26,2386,1364.8317387883556,1341.67,0.012467953878183483,0.007703511897038181
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2024-02-12,2380,1760.5001139817632,1590.86,0.018960347364643786,0.010500131646698004
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2025-03-31,2376,2426.799482758621,2544.55,0.007181960222979193,0.004677752996004517
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-04-24,2370,1182.007813229572,1202.78,0.002708139054405266,0.0016059092370983802
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2023-05-15,2344,1328.367116519174,1480.56,0.0036711779224689258,0.0016747471173732165
1.0,1.0,2.0,Ayakkabı,Ayakkabı,Koşu Ayakkabısı,2,2025-03-17,2340,1305.6331080325485,1249.99,0.02763843228502213,0.027643962844865845
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2025-06-02,2336,2828.688185298622,2909.09,0.009339032199078851,0.006473214642061271
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-07-28,2326,566.24789975145,454.54,0.06418659447687618,0.05409598925401698
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-09-18,2318,1360.0638072289157,1454.54,0.010235354336634557,0.004547503961982727
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-09-11,2318,1317.9163913392142,1408.18,0.011909274375917281,0.005361505341514745
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,2,2025-03-10,2312,1511.9538220088627,1505.455,0.02389387543719577,0.021677870190674103
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2024-02-26,2312,2020.1845498392283,2044.55,0.013929419417624359,0.006576619568081713
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-07-07,2308,573.6074543189369,454.54,0.05834328968378366,0.043015426323237085
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2025-08-04,2288,546.1185636515912,454.53,0.07053502111549276,0.057227244794615884
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,2,2025-03-17,2282,1512.384858299595,1522.7,0.020556992647845395,0.019989605275413446
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-10-02,2278,1358.6476442687747,1453.64,0.013916199609014572,0.005069843037780559
1.0,1.0,2.0,Ayakkabı,Ayakkabı,Koşu Ayakkabısı,2,2024-11-11,2266,1591.1324183006534,1526.73,0.021193888012507697,0.018173493916941775
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,2,2024-12-02,2248,1255.2011395547634,1254.46,0.02669124760843797,0.0305818345765484
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2025-05-19,2248,2336.2474959216966,2363.55,0.00813928011034937,0.006612659307637133
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-09-11,2222,306.85947144075027,272.68,0.10675520525348924,0.06578396216194467
1.0,1.0,2.0,Ayakkabı,Ayakkabı,Koşu Ayakkabısı,0,2025-03-31,2222,1952.157542857143,1636.35,0.019817056279840206,0.012822344295230456
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2025-05-05,2212,2929.938081395349,2985.8,0.007658531021719515,0.005536664197573268
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2023-09-04,2204,1392.169363327674,1372.275,0.016600596643915645,0.008072572842989637
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2023-09-25,2192,323.32142140468227,318.17,0.09501864317154127,0.060597147238102986
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2024-04-15,2186,1990.6586183656275,2099.09,0.0023203569147010653,0.0010580309573999197
1.0,1.0,2.0,Ayakkabı,Ayakkabı,Koşu Ayakkabısı,2,2025-03-10,2174,1298.53296875,1201.67,0.033379238860019256,0.029410089257687403
2.0,21.0,26.0,Giyim,Tişört,Tişört,0,2024-09-09,2174,440.92607493309544,378.17,0.07876934285711826,0.048736299765147234
2.0,24.0,23.0,Giyim,Sweatshirt,Sweatshirt,0,2024-11-11,2166,1178.0931499556343,1090.91,0.026016443824597293,0.019288983181665744
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2024-02-19,2166,1772.5673759461736,1690.9,0.018332204691938293,0.009953095490826732
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2024-03-04,2166,2157.0755137844612,2181.82,0.01049194040935268,0.004514901580901709
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-03-27,2162,1155.611633705933,1202.78,0.0036310916219976295,0.001847450313891106
2.0,21.0,26.0,Giyim,Tişört,Tişört,2,2024-04-01,2160,341.16780227454245,335.45,0.07291262262541484,0.06743592130638777
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-05-22,2160,1139.7834485666103,1188.885,0.0019375536674792445,0.0012690018548568928
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2025-03-31,2156,2792.401752136752,2845.45,0.01106918121165387,0.006588035948550883
1.0,1.0,2.0,Ayakkabı,Ayakkabı,Koşu Ayakkabısı,0,2023-06-19,2152,1130.2577768456376,1111.01,0.010633428554193403,0.006983148435372961
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2024-08-26,2148,1863.6915183246074,1536.35,0.017941028128667005,0.01117055995523739
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2024-06-03,2144,2021.1523208469055,2180.91,0.003058426310641426,0.0027910884865957847
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2024-09-09,2140,2266.637980769231,2363.64,0.004616114779447263,0.003190933087942256
1.0,1.0,2.0,Ayakkabı,Ayakkabı,Koşu Ayakkabısı,0,2023-04-03,2128,980.0304074702887,934.26,0.012350886967007271,0.007354459301982668
1.0,1.0,2.0,Ayakkabı,Ayakkabı,Koşu Ayakkabısı,0,2025-03-03,2126,1974.1845807590466,1817.27,0.01971005796196989,0.012574298175664045
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-08-14,2120,1276.8416431095407,1344.55,0.008068215497566674,0.005171045874567376
1.0,1.0,76.0,Ayakkabı,Ayakkabı,Spor Ayakkabı,0,2023-04-03,2120,1233.2780617495712,1295.37,0.009496996728061544,0.004392836510303557
3.0,925.0,57.0,Aksesuar,Şapka,Şapka,0,2024-09-23,2114,13.701869844179653,0.0,0.8647175416877044,0.799179359112016
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2023-07-03,2110,1155.4477590788308,1202.78,0.010428273589608558,0.006857216271992126
1.0,1.0,2.0,Ayakkabı,Ayakkabı,Koşu Ayakkabısı,0,2025-05-26,2108,2127.327452667814,2181.775,0.013256360679062768,0.008894771851734398
1.0,1.0,75.0,Ayakkabı,Ayakkabı,Sneaker,0,2025-05-05,2108,2377.7656315789477,2499.09,0.007878995950187127,0.0061432215514805625
