gonderen_depo;alan_magaza;urun;baslangic_depo_stok;ihtiyac_adet;karsilanan_adet;kalan_ihtiyac;depo_sevk_toplam;depo_kalan_nihai
STOK_YOK;1801;10001-6WCVarsity Red45-46;0.000000;1;0;1;0;0.000000
STOK_YOK;2101;10001-6WCVarsity Red45-46;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;10001-76MAcidity43-44;0.000000;1;0;1;0;0.000000
STOK_YOK;1901;100032882BEYAZ42;0.000000;2;0;2;0;0.000000
STOK_YOK;2101;100032882BEYAZ42;0.000000;2;0;2;0;0.000000
STOK_YOK;1101;100032882BEYAZ42;0.000000;1;0;1;0;0.000000
STOK_YOK;1401;100032882BEYAZ42;0.000000;1;0;1;0;0.000000
STOK_YOK;1301;100032882BEYAZ42;0.000000;1;0;1;0;0.000000
STOK_YOK;2401;100032882BEYAZ42;0.000000;1;0;1;0;0.000000
STOK_YOK;301;100032882BEYAZ42;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;10006828UNIQUEUNIQUE;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;10008366UNIQUEUNIQUE;0.000000;1;0;1;0;0.000000
STOK_YOK;1601;10008366UNIQUEUNIQUE;0.000000;1;0;1;0;0.000000
STOK_YOK;2101;10008366UNIQUEUNIQUE;0.000000;1;0;1;0;0.000000
STOK_YOK;2301;10008366UNIQUEUNIQUE;0.000000;1;0;1;0;0.000000
STOK_YOK;301;10008366UNIQUEUNIQUE;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;1001497METALLIC ANTHRACITE41;0.000000;1;0;1;0;0.000000
STOK_YOK;2101;1001497METALLIC ANTHRACITE41;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;1001497METALLIC ANTHRACITE42;0.000000;2;0;2;0;0.000000
STOK_YOK;2401;1001497METALLIC ANTHRACITE42;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;1001497METALLIC ANTHRACITE43;0.000000;1;0;1;0;0.000000
STOK_YOK;2401;1001497METALLIC ANTHRACITE43;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101509326PEMBE32;0.000000;1;0;1;0;0.000000
STOK_YOK;1301;101509326PEMBE32;0.000000;1;0;1;0;0.000000
STOK_YOK;2101;101509326PEMBE32;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101509326PEMBE33;0.000000;1;0;1;0;0.000000
